OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
1823,016-0059,0941-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
1824,037-0006,2728-000,Grève / Plage,Pierrefonds-Roxboro,Plein air
1825,003-0030,2819-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1826,003-0255,2366-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1827,003-0179,2608-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
1828,003-0254,2344-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1829,052-0041,0291-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
1830,003-0002,2793-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1831,070-0032,0109-000,Sentier de ski de fond,Mercier-Hochelaga-Maisonneuve,Plein air
1832,076-0056,2714-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
1833,098-0001,1117-001,Jeu d'échecs,Ville-Marie,Récréatif
1834,012-0031,2560-000,Aire d'entraînement pour adultes,Montréal-Nord,Loisirs et détente
1835,018-0077,2351-000,Basketball,L'Île-Bizard-Sainte-Geneviève,Récréatif
1836,042-0123,0482-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
1837,076-0100,0964-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1838,052-0001,2799-000,Patinoire avec bandes,Saint-Laurent,Récréatif
1839,064-0017,0764-000,Rampe de mise à l'eau / descente de bateaux,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
1840,049-0011,0187-000,Pastille - Basketball,Rosemont-La Petite-Patrie,Récréatif
1841,008-0008,2405-000,Aire de pêche autorisée,Lachine,Plein air
1842,089-0030,1173-000,Volleyball de plage,Rosemont-La Petite-Patrie,Récréatif
1843,003-0068,0035-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1844,095-0053,2452-000,Pétanque,LaSalle,Loisirs et détente
1845,021-0009,0011-000,Bocce,Ahuntsic-Cartierville,Loisirs et détente
1846,018-0014,2818-000,Basketball,Saint-Laurent,Récréatif
1847,016-0138,0188-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
1848,012-0024,0694-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1849,016-0074,2651-000,Balle,Pierrefonds-Roxboro,Sportif
1850,052-0031,0011-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
1851,042-0020,0047-000,Jeux d'eau,Le Plateau-Mont-Royal,Récréatif
1852,074-0030,2850-000,Soccer / Football,Saint-Léonard,Sportif
1853,089-0021,1860-012,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
1854,054-0006,0011-000,Ping-pong,Ahuntsic-Cartierville,Loisirs et détente
1855,004-0266,2904-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
1856,003-0258,2352-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1857,055-0010,0046-000,Piscine extérieure,Le Plateau-Mont-Royal,Récréatif
1858,003-0076,1063-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1859,003-0450,0058-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1860,005-0022, ,Aire de jeu combiné,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1861,042-0079,2937-000,Jeux d'eau,Verdun,Récréatif
1862,004-0278,2441-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1863,001-0005,2824-000,Abri soleil,Saint-Laurent,Plein air
1864,075-0048,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
1865,081-0092,2010-000,Tennis,Anjou,Sportif
1866,095-0087,0056-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1867,003-0236,2700-007,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1868,031-0006,0061-000,Étang / lac,Le Plateau-Mont-Royal,Plein air
1869,037-0002, ,Grève / Plage,Ville-Marie,Plein air
1870,021-0011,0303-000,Bocce,Rosemont-La Petite-Patrie,Loisirs et détente
1871,042-0068,0151-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1872,002-0027,0679-000,Aire de glissade,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1873,081-0098,2855-000,Tennis,Saint-Léonard,Sportif
1874,003-0021,2814-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1875,004-0389,2565-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
1876,031-0004,2791-000,Étang / lac,Saint-Laurent,Plein air
1877,018-0065,2651-000,Basketball,Pierrefonds-Roxboro,Récréatif
1878,004-0356,0708-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1879,016-0093,0151-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1880,031-0017,1806-119,Étang / lac,Ville-Marie,Plein air
1881,004-0351,0904-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1882,004-0293,2457-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1883,016-0020,0412-000,Balle,Ahuntsic-Cartierville,Sportif
1884,016-0143,0110-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
1885,076-0128, ,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
1886,057-0003,0495-000,Piste d'athlétisme (200m) et équipements,Mercier-Hochelaga-Maisonneuve,Sportif
1887,032-0014,0097-000,Fer / Galet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1888,052-0118,0098-000,Patinoire avec bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
1889,018-0114,0697-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1890,004-0227,2351-000,Aire de jeu  5 à 12 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1891,052-0014,0061-000,Patinoire avec bandes,Le Plateau-Mont-Royal,Récréatif
1892,072-0009,2799-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
1893,042-0024,0023-000,Jeux d'eau,Ahuntsic-Cartierville,Récréatif
1894,055-0024,0938-000,Piscine extérieure,Villeray-Saint-Michel-Parc-Extension,Récréatif
1895,003-0042,0331-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1896,071-0011,0451-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
1897,071-0006,3814-000,Sentier pédestre,Saint-Laurent,Plein air
1898,053-0035,0199-000,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
1899,075-0011,2430-003,Soccer à 4-5,Lachine,Sportif
1900,003-0264,2358-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1901,089-0010,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
1902,004-0186,2672-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1903,076-0019,2430-003,Soccer à 7,Lachine,Sportif
1904,016-0027,0425-000,Balle,Ahuntsic-Cartierville,Sportif
1905,004-0198,2669-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1906,095-0025,0241-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
1907,081-0030,2604-000,Tennis,Outremont,Sportif
1908,004-0019,2813-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
1909,003-0020,2813-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1910,010-0014,0908-000,Aire de planche à roulette,Ville-Marie,Récréatif
1911,042-0043,0298-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
1912,003-0483,2002-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
1913,003-0388,0829-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1914,016-0103,2460-000,Balle,LaSalle,Sportif
1915,004-0185,2720-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1916,089-0036,2348-000,Volleyball de plage,L'Île-Bizard-Sainte-Geneviève,Récréatif
1917,052-0002,2802-000,Patinoire avec bandes,Saint-Laurent,Récréatif
1918,049-0010,0207-000,Pastille - Basketball,Rosemont-La Petite-Patrie,Récréatif
1919,009-0053,1267-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
1920,010-0020,2468-000,Aire de planche à roulette,LaSalle,Récréatif
1921,021-0028,0156-000,Bocce,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1922,003-0328,2444-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
1923,003-0040,0046-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1924,004-0388,2558-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
1925,095-0017,0010-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
1926,009-0025,9502-000,Aire de pique-nique,L'Île-Bizard-Sainte-Geneviève,Plein air
1927,052-0030,0413-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
1928,003-0181,2610-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
1929,053-0059,2895-000,Patinoire sans bandes,Verdun,Récréatif
1930,076-0140,2001-000,Soccer à 7,Anjou,Sportif
1931,018-0130, ,Basketball,Mercier-Hochelaga-Maisonneuve,Récréatif
1932,003-0376,0259-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
1933,095-0073,2552-000,Pétanque,Montréal-Nord,Loisirs et détente
1934,055-0073,2854-000,Piscine extérieure,Saint-Léonard,Récréatif
1935,073-0075,4107-003,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1936,053-0073,0998-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1937,024-0003,1215-000,Canöe / Kayak,LaSalle,Plein air
1938,075-0034,2668-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
1939,095-0096,0407-000,Pétanque,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
1940,016-0064,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
1941,081-0013,0424-000,Tennis,Ahuntsic-Cartierville,Sportif
1942,073-0052,0146-000,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1943,002-0026,9562-000,Aire de glissade,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1944,050-0055,2898-000,Pataugeoire,Verdun,Récréatif
1945,016-0141,0495-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
1946,012-0017,0138-000,Aire d'entraînement pour adultes,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1947,004-0211,,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1948,067-0005,1173-000,Scène,Rosemont-La Petite-Patrie,Loisirs et détente
1949,073-0088, ,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
1950,081-0071,0351-000,Tennis,Le Sud-Ouest,Sportif
1951,052-0024,0459-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
1952,081-0049,2350-000,Tennis,L'Île-Bizard-Sainte-Geneviève,Sportif
1953,089-0056,0098-000,Volleyball de plage,Mercier-Hochelaga-Maisonneuve,Récréatif
1954,073-0054,0166-000,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1955,003-0501,2855-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
1956,003-0136,0218-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1957,009-0051,2563-000,Aire de pique-nique,Montréal-Nord,Plein air
1958,042-0118,2558-000,Jeux d'eau,Montréal-Nord,Récréatif
1959,009-0040,9562-000,Aire de pique-nique,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
1960,003-0210,2720-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1961,075-0045,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
1962,003-0037,3805-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1963,081-0001,2811-000,Tennis,Saint-Laurent,Sportif
1964,073-0100,0115-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
1965,056-0015,1267-000,Piste cyclable,Mercier-Hochelaga-Maisonneuve,Plein air
1966,013-0003,2812-000,Aire d'exercice canin,Saint-Laurent,Loisirs et détente
1967,003-0041,0913-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1968,004-0350,0703-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1969,018-0084,0138-000,Basketball,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1970,003-0253,2343-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1971,073-0047,2700-001,Soccer à 11,Pierrefonds-Roxboro,Sportif
1972,016-0009,2814-000,Balle,Saint-Laurent,Sportif
1973,021-0046,0097-000,Bocce,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1974,089-0038,2357-000,Volleyball de plage,Pierrefonds-Roxboro,Récréatif
1975,003-0209,2659-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1976,076-0110,0708-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1977,004-0329,0376-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
1978,003-0090,0012-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1979,018-0046,0401-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
1980,065-0013,1860-013,Patinoire 4 saisons,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1981,073-0013-76-S2,0025-000,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
1982,073-0056-76-S2, ,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1983,074-0002-76-S1, ,Soccer sous-terrain à 7,Saint-Laurent,Sportif
1984,003-0456,0086-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1985,016-0085,2350-000,Balle,L'Île-Bizard-Sainte-Geneviève,Sportif
1986,075-0057,2475-003,Soccer à 4-5,LaSalle,Sportif
1987,089-0019,1860-012,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
1988,073-0005,2812-000,Soccer à 11,Saint-Laurent,Sportif
1989,012-0036,0059-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1990,004-0192,2663-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1991,072-0006,2813-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
1992,048-0009,0459-000,Palet,Ahuntsic-Cartierville,Loisirs et détente
1993,018-0033,0202-000,Basketball,Rosemont-La Petite-Patrie,Récréatif
1994,018-0136,2852-000,Basketball,Saint-Léonard,Récréatif
1995,003-0436,2568-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
1996,010-0021,0345-000,Aire de planche à roulette,Le Sud-Ouest,Récréatif
1997,003-0310,2909-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1998,074-0002, ,Soccer / Football,Saint-Laurent,Sportif
1999,095-0032,0197-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
2000,036-0004, ,Golf,L'Île-Bizard-Sainte-Geneviève,Sportif
2001,004-0371,0976-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2002,003-0297,2896-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
2003,058-0020,0101-000,Piste d'athlétisme (400m) et équipements,Mercier-Hochelaga-Maisonneuve,Sportif
2004,050-0078,2563-000,Pataugeoire,Montréal-Nord,Récréatif
2005,018-0138,2853-000,Basketball,Saint-Léonard,Récréatif
2006,081-0070,2469-000,Tennis,LaSalle,Sportif
2007,003-0340,2461-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
2008,050-0023,2398-000,Pataugeoire,Lachine,Récréatif
2009,003-0269,0523-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2010,018-0102,0398-000,Basketball,Le Sud-Ouest,Récréatif
2011,052-0022,0426-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
2012,004-0013,2834-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
2013,054-0022,0337-000,Ping-pong,Le Plateau-Mont-Royal,Loisirs et détente
2014,013-0010,0023-000,Aire d'exercice canin,Ahuntsic-Cartierville,Loisirs et détente
2015,050-0077,2560-000,Pataugeoire,Montréal-Nord,Récréatif
2016,003-0313,2937-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
2017,081-0044,2685-000,Tennis,Pierrefonds-Roxboro,Sportif
2018,003-0216,2723-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2019,037-0007,2666-000,Grève / Plage,Pierrefonds-Roxboro,Plein air
2020,004-0182,2698-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2021,003-0015,2806-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2022,052-0086,2895-000,Patinoire avec bandes,Verdun,Récréatif
2023,003-0293,2923-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
2024,009-0058,0593-000,Aire de pique-nique,Ville-Marie,Plein air
2025,009-0055,0077-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
2026,074-0025,1083-000,Soccer / Football,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2027,042-0128,0077-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
2028,004-0063,0004-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2029,004-0107,0212-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
2030,052-0006,2815-000,Patinoire avec bandes,Saint-Laurent,Récréatif
2031,074-0006-76-S1, ,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
2032,064-0011,9502-000,Rampe de mise à l'eau / descente de bateaux,L'Île-Bizard-Sainte-Geneviève,Plein air
2033,003-0404,1074-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2034,074-0006, ,Soccer / Football,Ahuntsic-Cartierville,Sportif
2035,003-0017,2808-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2036,003-0504,2857-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
2037,004-0038,0307-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2038,042-0124,0057-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
2039,004-0246,0173-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2040,028-0005,0414-000,Croquet,Ahuntsic-Cartierville,Récréatif
2041,095-0052,2454-000,Pétanque,LaSalle,Loisirs et détente
2042,053-0011,0025-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
2043,022-0003,0109-000,Boisé,Mercier-Hochelaga-Maisonneuve,Plein air
2044,003-0407,0966-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2045,073-0041,2715-000,Soccer à 11,Pierrefonds-Roxboro,Sportif
2046,074-0029,2861-000,Soccer / Football,Saint-Léonard,Sportif
2047,018-0105,0970-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2048,003-0178,2607-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
2049,042-0131,1266-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
2050,004-0341,0689-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2051,004-0286,2453-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
2052,067-0001,3814-000,Scène,Saint-Laurent,Loisirs et détente
2053,048-0006,0091-000,Palet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2054,054-0008,0187-000,Ping-pong,Rosemont-La Petite-Patrie,Loisirs et détente
2055,076-0087,2464-000,Soccer à 7,LaSalle,Sportif
2056,073-0084,0971-000,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2057,003-0224,2704-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2058,004-0273,2934-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
2059,074-0019,1807-004,Soccer / Football,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2060,004-0437,2010-000,Aire de jeu  5 à 12 ans,Anjou,Aire de jeu - enfant
2061,055-0030,2730-023,Piscine extérieure,Pierrefonds-Roxboro,Récréatif
2062,042-0016,0046-000,Jeux d'eau,Le Plateau-Mont-Royal,Récréatif
2063,056-0012,9503-000,Piste cyclable,Pierrefonds-Roxboro,Plein air
2064,004-0324,0256-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2065,076-0099,4107-003,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2066,058-0022,2861-000,Piste d'athlétisme (400m) et équipements,Saint-Léonard,Sportif
2067,003-0226,2675-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2068,032-0002,0023-000,Fer / Galet,Ahuntsic-Cartierville,Loisirs et détente
2069,003-0231,2682-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2070,016-0115,0917-000,Balle,Le Sud-Ouest,Sportif
2071,073-0044,2660-000,Soccer à 11,Pierrefonds-Roxboro,Sportif
2072,004-0408,0097-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2073,052-0112,2565-000,Patinoire avec bandes,Montréal-Nord,Récréatif
2074,089-0044,1840-000,Volleyball de plage,Le Sud-Ouest,Récréatif
2075,089-0008,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
2076,016-0083,2700-003,Balle,Pierrefonds-Roxboro,Sportif
2077,016-0080,2698-000,Balle,Pierrefonds-Roxboro,Sportif
2078,001-0020,0057-000,Abri soleil,Mercier-Hochelaga-Maisonneuve,Plein air
2079,001-0006,3815-000,Abri soleil,Saint-Laurent,Plein air
2080,003-0463,0077-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2081,004-0046,0340-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2082,076-0046,1806-301,Soccer à 7,Ville-Marie,Sportif
2083,003-0108,2398-000,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
2084,054-0007,0197-000,Ping-pong,Rosemont-La Petite-Patrie,Loisirs et détente
2085,017-0002,1083-000,Balle au mur,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2086,009-0003,2803-000,Aire de pique-nique,Saint-Laurent,Plein air
2087,004-0006,2797-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
2088,004-0321,0345-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2089,053-0003,0224-000,Patinoire sans bandes,Le Plateau-Mont-Royal,Récréatif
2090,004-0126,1133-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
2091,071-0026,2404-000,Sentier pédestre,Lachine,Plein air
2092,073-0071,0875-000,Soccer à 11,Le Sud-Ouest,Sportif
2093,012-0012,0198-000,Aire d'entraînement pour adultes,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
2094,004-0023,2826-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
2095,075-0061, ,Soccer à 4-5,Montréal-Nord,Sportif
2096,002-0023,2893-000,Aire de glissade,Verdun,Loisirs et détente
2097,020-0012,9502-000,Belvédère,L'Île-Bizard-Sainte-Geneviève,Loisirs et détente
2098,072-0001,2818-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
2099,004-0340,0956-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2100,095-0033,0197-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
2101,055-0016,2398-000,Piscine extérieure,Lachine,Récréatif
2102,001-0004,2820-000,Abri soleil,Saint-Laurent,Plein air
2103,050-0075,2561-000,Pataugeoire,Montréal-Nord,Récréatif
2104,003-0374,0311-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2105,004-0280,2448-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
2106,070-0016,0401-000,Sentier de ski de fond,Villeray-Saint-Michel-Parc-Extension,Plein air
2107,058-0018, ,Piste d'athlétisme (400m) et équipements,Montréal-Nord,Sportif
2108,065-0012,1860-013,Patinoire 4 saisons,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2109,089-0003,2807-000,Volleyball de plage,Saint-Laurent,Récréatif
2110,003-0377,0376-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2111,003-0080,0425-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2112,004-0291,2475-001,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
2113,004-0310,0348-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2114,072-0004,2808-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
2115,071-0014,0034-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
2116,005-0040,2871-014,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
2117,012-0030, ,Aire d'entraînement pour adultes,Montréal-Nord,Loisirs et détente
2118,095-0098,2010-000,Pétanque,Anjou,Loisirs et détente
2119,095-0031,0220-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
2120,035-0001,0341-000,Fort,Le Sud-Ouest,Loisirs et détente
2121,004-0016,2808-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
